35
33
5 4 8 3 8 6 4 4 4 7 9 9 3 4 4 6 7 6 3 9 4 6 9 4 3 8 9 5 5 3 6 6 4 4 
0 276 415 254 499 527 419 467 65 318 221 415 254 361 230 321 529 567 64 213 199 257 318 126 224 102 270 323 158 490 421 344 201 276 199 
276 0 156 31 225 313 331 192 273 172 87 545 162 314 320 74 299 353 332 144 112 248 71 233 240 219 184 298 344 240 256 98 84 430 165 
415 156 0 187 99 175 286 85 397 163 243 589 306 302 384 94 150 210 476 225 220 289 97 388 299 373 216 306 500 84 174 71 214 500 248 
254 31 187 0 252 344 352 218 258 193 56 547 133 330 320 105 330 383 308 149 111 256 101 203 244 190 198 311 315 271 283 129 77 427 167 
499 225 99 252 0 209 372 36 487 262 303 688 348 396 483 183 171 231 557 321 311 389 185 454 398 443 315 403 565 102 255 164 299 600 344 
527 313 175 344 209 0 219 227 490 211 400 573 473 271 415 239 40 40 591 314 331 319 243 532 344 511 267 297 641 108 122 215 343 522 331 
419 331 286 352 372 219 0 370 363 159 394 355 480 67 234 273 252 243 480 232 271 163 274 476 195 447 166 105 566 281 117 264 303 322 233 
467 192 85 218 36 227 370 0 458 247 267 673 311 388 463 156 191 253 524 296 283 371 158 419 377 408 297 392 530 119 255 141 268 580 320 
65 273 397 258 487 490 363 458 0 278 238 354 289 302 165 305 496 529 118 178 177 200 302 180 167 152 225 264 224 465 378 326 191 216 159 
318 172 163 193 262 211 159 247 278 0 239 426 324 149 225 118 219 251 382 104 130 128 119 341 143 316 59 145 443 203 106 116 155 340 119 
221 87 243 56 303 400 394 267 238 239 0 555 86 365 330 161 386 440 268 174 132 281 157 151 262 143 233 341 262 327 334 185 94 428 186 
415 545 589 547 688 573 355 673 354 426 555 0 627 303 226 529 602 599 440 400 435 304 528 535 306 506 378 286 564 616 458 536 470 138 380 
254 162 306 133 348 473 480 311 289 324 86 627 0 451 405 236 455 512 285 258 216 364 233 144 343 154 319 426 239 391 417 259 180 494 269 
361 314 302 330 396 271 67 388 302 149 365 303 451 0 167 267 299 300 420 193 235 104 268 429 137 399 132 39 512 315 155 265 271 257 189 
230 320 384 320 483 415 234 463 165 225 330 226 405 167 0 311 434 450 279 176 209 98 310 332 85 301 168 129 389 428 293 323 244 116 154 
321 74 94 105 183 239 273 156 305 118 161 529 236 267 311 0 226 279 382 140 128 225 3 299 226 281 152 260 410 173 186 25 120 427 164 
529 299 150 330 171 40 252 191 496 219 386 602 455 299 434 226 0 61 592 318 330 337 230 524 358 505 277 321 634 73 145 201 338 544 337 
567 353 210 383 231 40 243 253 529 251 440 599 512 300 450 279 61 0 631 354 372 355 282 573 381 552 305 329 681 135 157 254 384 555 371 
64 332 476 308 557 591 480 524 118 382 268 440 285 420 279 382 592 631 0 277 262 317 378 142 284 131 334 382 123 552 485 406 261 304 263 
213 144 225 149 321 314 232 296 178 104 174 400 258 193 176 140 318 354 277 0 42 107 138 244 95 216 66 167 341 288 210 156 79 289 23 
199 112 220 111 311 331 271 283 177 130 132 435 216 235 209 128 330 372 262 42 0 149 125 211 133 185 105 209 313 291 236 149 37 317 56 
257 248 289 256 389 319 163 371 200 128 281 304 364 104 98 225 337 355 317 107 149 0 224 327 32 296 74 68 408 330 198 232 186 212 94 
318 71 97 101 185 243 274 158 302 119 157 528 233 268 310 3 230 282 378 138 125 224 0 295 224 277 151 260 406 177 188 28 117 425 162 
126 233 388 203 454 532 476 419 180 341 151 535 144 429 332 299 524 573 142 244 211 327 295 0 298 31 311 395 111 471 446 324 190 397 242 
224 240 299 244 398 344 195 377 167 143 262 306 343 137 85 226 358 381 284 95 133 32 224 298 0 267 84 99 376 346 224 237 170 202 76 
102 219 373 190 443 511 447 408 152 316 143 506 154 399 301 281 505 552 131 216 185 296 277 31 267 0 283 365 129 454 421 306 167 368 213 
270 184 216 198 315 267 166 297 225 59 233 378 319 132 168 152 277 305 334 66 105 74 151 311 84 283 0 113 406 261 153 158 139 284 72 
323 298 306 311 403 297 105 392 264 145 341 286 426 39 129 260 321 329 382 167 209 68 260 395 99 365 113 0 476 330 176 261 246 226 159 
158 344 500 315 565 641 566 530 224 443 262 564 239 512 389 410 634 681 123 341 313 408 406 111 376 129 406 476 0 583 549 435 297 426 334 
490 240 84 271 102 108 281 119 465 203 327 616 391 315 428 173 73 135 552 288 291 330 177 471 346 454 261 330 583 0 164 148 292 542 309 
421 256 174 283 255 122 117 255 378 106 334 458 417 155 293 186 145 157 485 210 236 198 188 446 224 421 153 176 549 164 0 170 258 400 222 
344 98 71 129 164 215 264 141 326 116 185 536 259 265 323 25 201 254 406 156 149 232 28 324 237 306 158 261 435 148 170 0 144 439 180 
201 84 214 77 299 343 303 268 191 155 94 470 180 271 244 120 338 384 261 79 37 186 117 190 170 167 139 246 297 292 258 144 0 350 93 
276 430 500 427 600 522 322 580 216 340 428 138 494 257 116 427 544 555 304 289 317 212 425 397 202 368 284 226 426 542 400 439 350 0 266 
199 165 248 167 344 331 233 320 159 119 186 380 269 189 154 164 337 371 263 23 56 94 162 242 76 213 72 159 334 309 222 180 93 266 0 
