Instance A

Temps d'excécution: 
nb Lieux	regrouper()	TSP1()		TSP2()		TSP3()

10		0		0		0.003		0.013
15		0.001		0		0.003		0.022
20		0.002		0.001		0.011		0.083
25		0.011		0.012		0.062		0.512
30		0.029		0.079		0.292		3.459
35		0.019		0.012		0.073		0.572
40		0.089		0.135		0.533		5.59
45		0.21		0.215		0.814		9.408
50		0.266		0.38		1.423		17.111

Regroupements : 
nb lieux		10	15	20	25	30	35	40	45	50

nb regroupement		79	240	694	2948	9126	4195	17626	26984	44145

1			0	0	0	0	0	0	0	0	0	
2			9	14	19	24	29	34	39	44	49	
3			36	91	171	276	406	561	741	946	1176	
4			34	131	425	1588	2712	2981	6094	8693	12114	
5			0	4	79	1041	4673	619	8960	14448	25189	
6			0	0	0	19	1305	0	1785	2852	5617	
7			0	0	0	0	1	0	7	1	0	
8			0	0	0	0	0	0	0	0	0	
9			0	0	0	0	0	0	0	0	0	
10			0	0	0	0	0	0	0	0	0	
11			-1	0	0	0	0	0	0	0	0	
12			-1	0	0	0	0	0	0	0	0	
13			-1	0	0	0	0	0	0	0	0	
14			-1	0	0	0	0	0	0	0	0	
15			-1	0	0	0	0	0	0	0	0	
16			-1	-1	0	0	0	0	0	0	0	
17			-1	-1	0	0	0	0	0	0	0	
18			-1	-1	0	0	0	0	0	0	0	
19			-1	-1	0	0	0	0	0	0	0	
20			-1	-1	0	0	0	0	0	0	0	
21			-1	-1	-1	0	0	0	0	0	0	
22			-1	-1	-1	0	0	0	0	0	0	
23			-1	-1	-1	0	0	0	0	0	0	
24			-1	-1	-1	0	0	0	0	0	0	
25			-1	-1	-1	0	0	0	0	0	0	
26			-1	-1	-1	-1	0	0	0	0	0	
27			-1	-1	-1	-1	0	0	0	0	0	
28			-1	-1	-1	-1	0	0	0	0	0	
29			-1	-1	-1	-1	0	0	0	0	0	
30			-1	-1	-1	-1	0	0	0	0	0	
31			-1	-1	-1	-1	-1	0	0	0	0	
32			-1	-1	-1	-1	-1	0	0	0	0	
33			-1	-1	-1	-1	-1	0	0	0	0	
34			-1	-1	-1	-1	-1	0	0	0	0	
35			-1	-1	-1	-1	-1	0	0	0	0	
36			-1	-1	-1	-1	-1	-1	0	0	0	
37			-1	-1	-1	-1	-1	-1	0	0	0	
38			-1	-1	-1	-1	-1	-1	0	0	0	
39			-1	-1	-1	-1	-1	-1	0	0	0	
40			-1	-1	-1	-1	-1	-1	0	0	0	
41			-1	-1	-1	-1	-1	-1	-1	0	0	
42			-1	-1	-1	-1	-1	-1	-1	0	0	
43			-1	-1	-1	-1	-1	-1	-1	0	0	
44			-1	-1	-1	-1	-1	-1	-1	0	0	
45			-1	-1	-1	-1	-1	-1	-1	0	0	
46			-1	-1	-1	-1	-1	-1	-1	-1	0	
47			-1	-1	-1	-1	-1	-1	-1	-1	0	
48			-1	-1	-1	-1	-1	-1	-1	-1	0	
49			-1	-1	-1	-1	-1	-1	-1	-1	0	
50			-1	-1	-1	-1	-1	-1	-1	-1	0	


Instance B

Temps d'excécution: 
nb Lieux	regrouper()	TSP1()		TSP2()		TSP3()

10		0		0.002		0.008		0.099
15		0.008		0.409		0.39		22.266
